,decibel
44845,20.48877228507006
44846,19.813286225739397
44847,19.259282545798683
44848,18.8295252849691
44849,18.58287934780892
44850,18.534601952664655
44851,18.590759814585695
44852,18.611071522686075
44853,18.545801741491594
44854,18.52676588181158
44855,18.609942311953795
44856,18.558143120359517
44857,18.226634273376835
44858,17.837808686460033
44859,17.680123081849914
44860,17.856427954475837
44861,18.2797501212564
44862,18.739652791838758
44863,19.0941313648192
44864,19.320349870774848
44865,19.45248980345009
44866,19.586667229368683
44867,19.866629473474987
44868,20.320754443861905
44869,20.77961113166606
44870,21.15590042726106
44871,21.600074825758902
44872,22.193532482654334
44873,22.790240596399535
44874,23.238366665086584
44875,23.531902861980022
44876,23.67438060723788
44877,23.627966161978208
44878,23.40936953385787
44879,23.13697650635504
44880,22.973042160413822
44881,23.004846797509252
44882,23.136973174838936
44883,23.269209590481715
44884,23.37020944521455
44885,23.304016694008634
44886,22.926527988461398
44887,22.372811073482065
44888,21.89668328667906
44889,21.601667982082013
44890,21.443738950020457
44891,21.35963552704274
44892,21.37514437554284
44893,21.59688734425218
44894,22.026250810579317
44895,22.49559426703868
44896,22.880245285467026
44897,23.15218984341049
44898,23.222973859688636
44899,23.025482796702825
44900,22.674065499017555
44901,22.33977893420487
44902,22.13063762164406
44903,22.037966513998203
44904,22.051390070388358
44905,22.226007637457762
44906,22.539866741626035
44907,22.87840115259463
44908,23.146492158955073
44909,23.34290056490886
44910,23.563762878635323
44911,23.895669280631033
44912,24.314485789172252
44913,24.649762333522137
44914,24.74535546907593
44915,24.736188367227054
44916,24.92803921700051
44917,25.52050309477245
44918,26.561393381802716
44919,28.020063332236194
44920,29.943308538434287
44921,32.38390166424453
44922,35.36825321523082
44923,39.205896793357724
44924,44.201545593963054
44925,49.76191081981382
44926,54.528913603461795
44927,56.30189233146204
44928,54.40615466201274
44929,53.91712309983682
44930,68.69531867684461
44931,50.04857148914298
44932,43.539777443819546
44933,40.83826575706979
44934,39.17088496372197
44935,37.85385968315897
44936,37.02555949418085
44937,36.720269701435
44938,36.711355114951864
44939,36.63003746804629
44940,36.49545586826429
44941,36.51317906107416
44942,36.70226950257139
44943,37.15831569202343
44944,38.55466340987783
44945,41.74606095941328
44946,46.47075531005214
44947,49.4395307059298
44948,49.20697494042348
44949,48.475588362550106
44950,48.90187611940169
44951,52.41142937634149
44952,71.70561863348442
44953,52.49252184935305
44954,46.090903598590664
44955,43.86421890448223
44956,42.77738288786985
44957,40.795380624021725
44958,38.87369845982142
44959,38.53210455999155
44960,39.834069362963064
44961,42.367151685008736
44962,48.06302069371529
44963,55.47883449775304
44964,41.713893081805224
44965,37.34100902469009
44966,35.32200004355025
44967,34.40512845158497
44968,33.72277073580391
44969,32.46153876893545
44970,30.9202754873319
44971,29.774224815696005
44972,29.113943990454786
44973,28.81628860634271
44974,28.689257760976616
44975,28.53208148275879
44976,28.479170401971068
44977,28.80534931885515
44978,29.616425863913886
44979,30.906701040084418
44980,32.78464188736151
44981,35.947173380554396
44982,42.813722513013694
44983,51.978484281209056
44984,38.18094568068343
44985,33.63949214454165
44986,31.583715458070408
44987,30.86486295569768
44988,30.9300000690256
44989,31.48367078740241
44990,32.29605604923361
44991,33.413242103681014
44992,35.24499703203213
44993,38.01102879334441
44994,41.47508178490878
44995,45.25071836064599
44996,49.968331913218755
44997,64.73392668013778
44998,51.21932569501048
44999,43.07411360223511
45000,38.148382636332215
45001,35.115523586962766
45002,33.75503529249743
45003,33.839474951171134
45004,35.025463185747505
45005,36.24317113682113
45006,36.13188260003911
45007,34.84055649226185
45008,33.07232028313574
45009,31.311439147936614
45010,29.831607698713487
45011,28.63894334608193
45012,27.812373713817532
45013,27.479982854841424
45014,27.54608944833896
45015,27.80584306031313
45016,28.127551166419448
45017,28.280907185108365
45018,28.04683524567547
45019,27.580927419241036
45020,27.205272468623637
45021,27.018954747921565
45022,27.027884700514498
45023,27.17801567255873
45024,27.38642912248595
45025,27.6830427672419
45026,28.100565893146193
45027,28.581775825026728
45028,29.205255086005778
45029,30.235471040626848
45030,31.735948193538988
45031,33.43174762479836
45032,35.10007781662245
45033,37.177405358554545
45034,40.32900052009567
45035,45.373790842847924
45036,56.86704154048001
45037,53.64381889364555
45038,46.41866753198511
45039,42.613859250634036
45040,38.72475555579631
45041,35.1231157992671
45042,32.55665269247964
45043,30.906701040084418
45044,29.67265949585616
45045,28.45454046768154
45046,27.220517104169552
45047,26.21574169531685
45048,25.626245585940353
45049,25.48802996112761
45050,25.585784446836946
45051,25.626245585940353
45052,25.616122175459665
45053,25.671963851057956
45054,25.74355827724188
45055,25.80021875168083
45056,26.00681256340345
45057,26.589660382742423
45058,27.505116018919814
45059,28.332658159052112
45060,28.70727822702584
45061,28.692772061860886
45062,28.50379178565276
45063,28.16140638094207
45064,27.63819939943259
45065,27.223549840429598
45066,27.156799072952246
45067,27.309224671693123
45068,27.574566531083722
45069,27.910687993957648
45070,28.17498338771064
45071,28.215836844384285
45072,27.83849662147731
45073,26.989257472478457
45074,26.059893357072074
45075,25.438303928754415
45076,25.100407006651192
45077,24.729351554822333
45078,24.139838257752558
45079,23.500101914161718
45080,23.06500571701895
45081,22.92096725539286
45082,23.017965826245156
45083,23.257627550239217
45084,23.506062012980333
45085,23.629971182186587
45086,23.58379288877595
45087,23.506067453522306
45088,23.559812555332485
45089,23.712884481265448
45090,23.84395571563879
45091,23.939320074801145
45092,23.99588185071293
45093,23.928960460074357
45094,23.7027241826779
45095,23.405438394432856
45096,23.138872970195067
45097,22.852597310414318
45098,22.419962258175104
45099,21.83425123140841
45100,21.27173429511742
45101,20.971646292112172
45102,20.976090966914786
45103,21.107581439217476
45104,21.18621869017117
45105,21.061036675605823
45106,20.708852221190753
45107,20.287811726115205
45108,19.920313212461945
45109,19.651364311046414
45110,19.506162466266595
45111,19.339974831894406
45112,18.986142868322517
45113,18.552535272815255
45114,18.251526388552108
45115,18.196433992031785
45116,18.369362099920114
45117,18.61784413323114
45118,18.86667550801702
45119,19.18294566791576
45120,19.483655117873326
45121,19.56142198265532
45122,19.406564759972714
45123,19.192603694572004
45124,19.092932012662143
45125,19.144429930983048
45126,19.20952953252956
45127,19.18656847487832
45128,19.172096012830885
45129,19.29587152978013
45130,19.563946206120747
45131,19.834067805738343
45132,19.919000748765818
45133,19.740946510693348
45134,19.431353948925917
45135,19.22282608843313
45136,19.238619556787945
45137,19.40780665240336
45138,19.555128970437575
45139,19.556394001396608
45140,19.41522552660713
45141,19.188980549711545
45142,18.841118206436306
45143,18.37156050161558
45144,17.952221473163533
45145,17.751443843568666
45146,17.78424499625635
45147,17.964787694945027
45148,18.155605733238993
45149,18.264542206787166
45150,18.292806703199005
45151,18.263454572725806
45152,18.168474498075415
45153,17.968971352510987
45154,17.681135180019098
45155,17.474560147347514
45156,17.4280864714456
45157,17.460693067622696
45158,17.595292055979193
45159,17.892726514235004
45160,18.285185594180902
45161,18.65749641229989
45162,18.921517667151605
45163,19.077426100216584
45164,19.13841712646262
45165,19.042914068715206
45166,18.746533613022457
45167,18.300432184551735
45168,17.898972328023227
45169,17.70654488789697
45170,17.668951625295012
45171,17.737127576830456
45172,18.01210797951203
45173,18.466558366681443
45174,18.937919390672143
45175,19.33997135747893
45176,19.575281772415448
45177,19.58792235320967
45178,19.523709714894043
45179,19.541287389286722
45180,19.61828653534183
45181,19.68324860779873
45182,19.77701339477722
45183,19.916363917790274
45184,20.016715528327673
45185,20.127587398789025
45186,20.367638210431103
45187,20.67582066560877
45188,20.98200670558178
45189,21.27633106769103
45190,21.429658245390726
45191,21.407814255554154
45192,21.356522924962647
45193,21.34569763023452
45194,21.33176804656436
45195,21.271728874389616
45196,21.222773730251127
45197,21.305540194824207
45198,21.571436514967278
45199,22.034615482397683
45200,22.56475977266623
45201,22.88579182004129
45202,22.988007260030315
45203,23.106584719353577
45204,23.271130338247936
45205,23.40152054725117
45206,23.468430554487373
45207,23.446735589753686
45208,23.440783054682495
45209,23.502097670290528
45210,23.4172229592237
45211,23.0800984674351
45212,22.666840847399644
45213,22.243112407210646
45214,21.7917951866055
45215,21.37980195959022
45216,21.11963469607918
45217,21.174085479603626
45218,21.619217289363757
45219,22.310333500108328
45220,23.13887713641268
45221,24.120644782245236
45222,25.23497074141753
45223,26.300193288189067
45224,27.018966963999013
45225,27.46112822395908
45226,27.973472795619664
45227,28.48619778307858
45228,28.886014649995204
45229,29.51672844408094
45230,30.740821647492
45231,32.450374609010964
45232,33.2349577934766
45233,31.77184019089745
45234,29.52468247477202
45235,27.904100291979592
45236,26.95370863091199
45237,26.355115265831188
45238,25.831183757508356
45239,25.232544527452056
45240,24.658821931785422
45241,24.31225647675952
45242,24.229965752518897
45243,24.268799395537034
45244,24.152661902864043
45245,23.727145516759936
45246,23.27298662282681
45247,23.219105097004345
45248,23.61389366941288
45249,24.129111133988047
45250,24.550545552177404
45251,24.928064377520755
45252,25.29810125956836
45253,25.64370775428692
45254,25.8027992160231
45255,25.42096476010341
45256,24.733915852865024
45257,24.340666702437716
45258,24.186913046246538
45259,23.88945623832987
45260,23.47436352016608
45261,23.10660126080965
45262,22.786587994924837
45263,22.442760227730357
45264,22.051390070388358
45265,21.624004360388017
45266,21.172571208926236
45267,20.670092166466954
45268,20.110147280220755
45269,19.627173303531716
45270,19.430068768892184
45271,19.56393303626845
45272,19.933453735796355
45273,20.456582461104208
45274,21.052057982560886
45275,21.643204404814224
45276,22.241439895315693
45277,22.87840115259463
45278,23.527923073679208
45279,24.076039987663044
45280,24.325390020483827
45281,24.178332312801054
45282,23.79661361066531
45283,23.450678343162824
45284,23.296286534015273
45285,23.257617274148522
45286,23.13315027887395
45287,23.004854876730946
45288,23.300160703723254
45289,24.212725430602635
45290,25.342166916498048
45291,25.99358483475248
45292,26.00418055494519
45293,25.82867770473544
45294,25.89365209425552
45295,26.272855123614658
45296,26.92138879295537
45297,27.705511708545252
45298,28.08710463062525
45299,27.682957361523812
45300,26.99223811129025
45301,26.615153385662566
45302,26.669258468975098
45303,26.88616777981784
45304,26.992244181864994
45305,27.015992345886232
45306,27.205310723438636
45307,27.718408273229088
45308,28.29794421736718
45309,28.461559295448986
45310,28.236290026602052
45311,27.950281630645772
45312,27.760304806153204
45313,27.67310546713543
45314,27.5363524854523
45315,27.530207664589152
45316,28.137674516501132
45317,29.36344545923868
45318,30.804929027054943
45319,32.144620215646185
45320,33.24109995563193
45321,33.89159117050259
45322,34.01057211790755
45323,33.722837456856794
45324,32.98324387837714
45325,31.720614173916374
45326,30.49772653499933
45327,29.976683725023182
45328,30.356901852206846
45329,31.710191615271512
45330,34.11105031550856
45331,37.14824635081039
45332,39.00345793075634
45333,38.57722345779391
45334,38.105655367683376
45335,38.52948031080875
45336,38.46534992334404
45337,37.2640718791279
45338,35.62038042930354
45339,33.85889983027511
45340,32.31801696834105
45341,31.39469187108741
45342,31.262789819472907
45343,31.896073635744308
45344,33.07827761397128
45345,34.391398352312855
45346,35.329520690104225
45347,35.7419078856115
45348,35.7000728681649
45349,35.572808068340066
45350,35.70124518484795
45351,35.99709053735913
45352,36.21706691119901
45353,35.93056593539135
45354,35.152929080040934
45355,34.700634389839074
45356,34.973050978038344
45357,35.80710827756498
45358,37.21583828011333
45359,39.40253912346121
45360,41.97459501002017
45361,43.539046446772815
45362,42.98051946941753
45363,41.257815856719645
45364,39.54002856946523
45365,38.98004897068625
45366,40.34261255231002
45367,43.12875918531705
45368,45.880361473506824
45369,48.65062245229308
